participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.share,participant.control_treatment,participant.private_treatment,participant.journal_treatment,participant.dofus,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.journal,session.config.participation_fee,session.config.full_random,instructions.1.player.id_in_group,instructions.1.player.role,instructions.1.player.payoff,instructions.1.player.confirm_one,instructions.1.group.id_in_subsession,instructions.1.subsession.round_number,science_study.1.player.id_in_group,science_study.1.player.role,science_study.1.player.payoff,science_study.1.player.share,science_study.1.player.check_share,science_study.1.group.id_in_subsession,science_study.1.subsession.round_number,epq.1.player.id_in_group,epq.1.player.role,epq.1.player.payoff,epq.1.player.reflect,epq.1.player.researcher_feedback,epq.1.player.continent,epq.1.player.gender,epq.1.player.age,epq.1.player.risk,epq.1.player.trustworthy,epq.1.player.trusting,epq.1.player.accounting_research,epq.1.player.job_title,epq.1.player.research_area,epq.1.player.research_method,epq.1.player.res_meth_replicates,epq.1.player.acc_replicates,epq.1.player.acc_sub_replicates,epq.1.player.progress,epq.1.player.est_other_post_online,epq.1.player.check_est_other_post_online,epq.1.player.est_you_post_online,epq.1.player.reason_one,epq.1.player.reason_two,epq.1.player.reason_three,epq.1.player.reason_four,epq.1.player.reason_five,epq.1.player.reason_six,epq.1.player.reason_seven,epq.1.player.reason_eight,epq.1.player.reason_nine,epq.1.player.reason_eleven,epq.1.player.reason_twelve,epq.1.player.reason_ten,epq.1.player.reason_ten_text,epq.1.player.likelihood_future_post,epq.1.player.heard_materials,epq.1.player.encourage_others,epq.1.player.acc_favor_public_post,epq.1.player.check_acc_favor_public_post,epq.1.player.heard_prereg,epq.1.player.have_prereg,epq.1.player.first_time_prereg,epq.1.player.trust_prereg,epq.1.player.editors_believe,epq.1.player.check_editors_believe,epq.1.group.id_in_subsession,epq.1.subsession.round_number,end.1.player.id_in_group,end.1.player.role,end.1.player.payoff,end.1.group.id_in_subsession,end.1.subsession.round_number
52,hu6au6qn,5yadsq,0,1,10,instructions,Welcome,26:45.4,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,52,,0,0,1,1,52,,0,,,1,1,52,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,52,,0,1,1
53,9duqc3xa,y7bnb2,0,1,10,instructions,Welcome,29:13.7,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,53,,0,0,1,1,53,,0,,,1,1,53,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,53,,0,1,1
54,vf5xpr0q,02o6ch,0,9,10,epq,Thank,37:53.1,1,,,0,80,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,54,,0,1,1,1,54,,0,80,1,1,1,54,,0,It depends how recent is the publication. I am generally open to sharing my code but a) I am not sure I can find the code for something published 20 years ago b) I would be reluctant to share something that is part of an active research program c) the code is often written by a co-author.,,5,1,4,5,9,7,1,3,2,2,3,3,3,4,24,0,3,1,1,1,0,0,0,0,0,0,0,0,0,,2,3,2,33,0,2,1,,4,80,0,1,1,54,,0,1,1
55,301mrcyt,jjczbn,0,9,10,epq,Thank,41:02.8,1,,,0,0,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,55,,0,1,1,1,55,,0,0,1,1,1,55,,0,"I usually work with comercial data, e.g. from compustat or IBES, which I must not provide to a third party. In addition, I do not see the use of providing code to a third party. If a researcher cannot replicate my empirical results, this should be clarified together with me or my co-authors.",,4,1,5,9,10,3,1,3,3,2,5,5,5,4,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,s. case above,1,2,1,30,0,2,1,,3,65,0,1,1,55,,0,1,1
56,kbmosjfl,il410e,0,9,10,epq,Thank,42:06.8,1,,,0,100,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,56,,0,1,1,1,56,,0,100,1,1,1,56,,0,"Replication, extension, etc are important for a healthy functioning scientific discipline.",,5,1,3,5,10,1,1,2,1,3,1,1,1,5,10,0,2,1,0,0,0,1,0,0,1,0,0,0,0,,2,5,2,1,0,5,2,2021,5,5,0,1,1,56,,0,1,1
57,hcr0s3g8,zti35o,0,9,10,epq,Thank,42:55.3,1,,,0,20,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,57,,0,1,1,1,57,,0,20,1,1,1,57,,0,I don't want to have a paper that corrects my paper :),,4,1,3,4,6,6,1,3,2,1,2,1,2,4,30,0,3,1,1,1,0,0,1,0,0,1,0,0,0,,2,3,1,30,0,3,1,,4,60,0,1,1,57,,0,1,1
58,8l0w91jc,9wbs6b,0,9,10,epq,Thank,49:10.7,1,,,0,90,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,58,,0,1,1,1,58,,0,90,1,1,1,58,,0,"It depends on (1) how I am approached (""friendly"" or ""unfriendly"" tone of mail/request) and (2) potentially the ""status""/name of the individual approaching me (or at least his/her affiliation). ",,4,1,4,2,4,4,1,3,2,2,2,2,2,5,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,no journal policy and have been approached only once (to which I complied),2,5,2,15,0,4,1,,5,25,0,1,1,58,,0,1,1
59,o4v1aa8e,qejdpb,0,1,10,instructions,Welcome,54:41.8,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,59,,0,0,1,1,59,,0,,,1,1,59,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,59,,0,1,1
60,c38ttkaf,ddk43s,0,1,10,instructions,Welcome,57:28.4,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,60,,0,0,1,1,60,,0,,,1,1,60,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,60,,0,1,1
61,pqlvqnzb,99edza,0,1,10,instructions,Welcome,57:28.9,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,61,,0,0,1,1,61,,0,,,1,1,61,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,61,,0,1,1
62,biw00km5,fabkw8,0,1,10,instructions,Welcome,57:35.3,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,62,,0,0,1,1,62,,0,,,1,1,62,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,62,,0,1,1
63,4s34z59f,v3m4bn,0,1,10,instructions,Welcome,59:03.4,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,63,,0,0,1,1,63,,0,,,1,1,63,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,63,,0,1,1
64,ecv0ip10,d85as0,0,9,10,epq,Thank,01:30.3,1,,,0,75,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,64,,0,1,1,1,64,,0,75,1,1,1,64,,0,"I chose 75% percent because, in principle, I am in favor of making any research-related items public. However, there could be circumstances where this could be impossible (if data is protected) or undesirable for the researcher in the short run (e.g., where intensive data collection was done by hand). The latter is a tricky case because not making material available can hinder the scientific process. Therefore, I support the approach by some journals (like Management Science) to have a disclosure moratorium of a few years. One might be hesitant to share code because others could discover coding errors. ",,4,1,2,6,8,4,1,2,4,2,3,3,4,5,10,0,2,1,0,0,0,0,0,1,1,0,1,0,0,,2,4,2,69,0,3,1,,4,26,0,1,1,64,,0,1,1
65,vnh5bo3t,brd7m0,0,9,10,epq,Thank,02:24.6,1,,,0,70,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,65,,0,1,1,1,65,,0,70,1,1,1,65,,0,if data is from public sources:  i will not send the data but will share how data/variables were computed.  May send part or all of the code. .  If data is proprietary: I will not share the data but will provide information regarding the code/computation. May send part or all of the code,,4,2,4,7,8,8,1,3,2,2,4,4,4,4,30,0,1,0,1,0,0,0,1,1,1,0,0,0,1,was not asked to,2,2,1,40,0,3,1,,5,100,0,1,1,65,,0,1,1
66,imcnradl,dkbvnn,0,1,10,instructions,Welcome,02:56.3,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,66,,0,0,1,1,66,,0,,,1,1,66,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,66,,0,1,1
67,c4ovnx0d,iq3pey,0,1,10,,,03:18.1,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,67,,0,0,1,1,67,,0,,,1,1,67,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,67,,0,1,1
68,owoxqhin,6t7peo,0,1,10,instructions,Welcome,05:21.3,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,68,,0,0,1,1,68,,0,,,1,1,68,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,68,,0,1,1
69,adhdha6y,2htmoy,0,1,10,instructions,Welcome,07:14.8,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,69,,0,0,1,1,69,,0,,,1,1,69,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,69,,0,1,1
70,6hdg449g,p58q5h,0,1,10,instructions,Welcome,08:12.4,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,70,,0,0,1,1,70,,0,,,1,1,70,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,70,,0,1,1
71,56yew82a,s4r579,0,3,10,science_study,Decision,08:55.6,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,71,,0,1,1,1,71,,0,,,1,1,71,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,71,,0,1,1
72,evhrtwjq,56zuwn,0,1,10,instructions,Welcome,09:48.4,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,72,,0,0,1,1,72,,0,,,1,1,72,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,72,,0,1,1
73,htwnfu19,2k71oj,0,9,10,epq,Thank,10:56.9,1,,,0,80,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,73,,0,1,1,1,73,,0,80,1,1,1,73,,0,"Data might be proprietary, so I might not be allowed to share it. Code can always be shared. ",,4,1,4,1,4,5,1,3,4,1,5,3,4,5,75,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,2,5,3,66,0,3,1,,3,50,0,1,1,73,,0,1,1
74,d9b6sm8t,7tdrxn,0,1,10,instructions,Welcome,11:42.2,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,74,,0,0,1,1,74,,0,,,1,1,74,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,74,,0,1,1
75,m08bnb7h,lsnfoj,0,1,10,instructions,Welcome,12:04.0,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,75,,0,0,1,1,75,,0,,,1,1,75,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,75,,0,1,1
76,yvj0nhsl,cnkzd1,0,3,10,science_study,Decision,16:06.8,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,76,,0,1,1,1,76,,0,,,1,1,76,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,76,,0,1,1
77,4zac52dj,nilrdf,0,1,10,instructions,Welcome,17:56.3,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,77,,0,0,1,1,77,,0,,,1,1,77,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,77,,0,1,1
78,yp6nop5v,lr1e43,0,9,10,epq,Thank,20:49.5,1,,,0,60,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,78,,0,1,1,1,78,,0,60,1,1,1,78,,0,It depends on who the scholar is. I'd rather have the Journal ask me about all this material and make it public in an official site. ,,4,1,4,4,9,9,0,3,2,2,3,3,4,5,40,0,3,1,1,0,0,0,0,0,0,0,0,1,0,,2,4,1,30,0,1,1,,4,100,0,1,1,78,,0,1,1
79,u5pyv14i,g0sttm,0,9,10,epq,Thank,21:10.1,1,,,0,82,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,79,,0,1,1,1,79,,0,82,1,1,1,79,,0,"I will be happy to share with reasonable researchers. in case I will use the (proprietary) data for further studies, I may hold it after till further studies are published.",,0,1,3,5,5,7,1,3,2,2,4,4,4,5,52,0,4,1,1,1,1,0,0,0,0,1,0,0,0,,2,4,3,51,0,2,1,,4,95,0,1,1,79,,0,1,1
80,uvmj6iyh,zgcmqm,0,1,10,instructions,Welcome,22:42.0,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,80,,0,0,1,1,80,,0,,,1,1,80,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,80,,0,1,1
81,v59iualo,inha3w,0,1,10,instructions,Welcome,24:10.7,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,81,,0,0,1,1,81,,0,,,1,1,81,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,81,,0,1,1
82,g50tksli,9xhlnc,0,9,10,epq,Thank,24:35.0,1,,,0,100,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,82,,0,1,1,1,82,,0,100,1,1,1,82,,0,I don't have anything to hide. My data is also not sensitive (I do experiments; it's not like one would use the exact same data for a follow-up paper),,4,2,2,6,10,7,1,3,3,3,3,4,4,4,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,,2,2,2,60,0,4,2,2021,4,80,0,1,1,82,,0,1,1
83,9ngi01p3,gxaebt,0,9,10,epq,Thank,28:05.4,1,,,0,100,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,83,,0,1,1,1,83,,0,100,1,1,1,83,,0,"it's easy to do and potentially advances science/discovery, feel responsibility to other researchers, norms of science",,5,2,4,3,10,7,1,3,1,3,3,3,3,4,4,0,2,0,0,0,0,0,0,0,1,1,0,1,0,,2,3,3,50,0,3,1,,3,78,0,1,1,83,,0,1,1
84,a2f2r2c7,jp3jd4,0,1,10,instructions,Welcome,32:00.0,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,84,,0,0,1,1,84,,0,,,1,1,84,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,84,,0,1,1
85,bn7dsri1,1t3pbc,0,1,10,instructions,Welcome,32:33.8,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,85,,0,0,1,1,85,,0,,,1,1,85,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,85,,0,1,1
86,n4r3ti74,s56hce,0,3,10,science_study,Decision,32:43.7,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,86,,0,1,1,1,86,,0,,,1,1,86,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,86,,0,1,1
87,b2g1t4pi,qksx9o,0,9,10,epq,Thank,36:17.6,1,,,0,60,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,87,,0,1,1,1,87,,0,60,1,1,1,87,,0,"In general, I fully agree that we should do this.  In specific cases, if I would be asked, my response would depend on:  - the confidentiality of the data  - the required effort to bring the data/code into a form that it can be shared (i.e., the effort for cleaning, anonymizing etc.)  - the credibility/standing of the researcher that requests the data (I would probably not share the data and code with a person I have never heard about and who has never published in a respectable journal)",,4,1,3,6,9,7,1,3,3,2,4,3,3,5,10,0,3,1,1,0,0,1,0,1,0,0,0,1,0,,2,5,3,88,0,5,2,2021,5,92,0,1,1,87,,0,1,1
88,sz9hb0p7,8096wt,0,1,10,instructions,Welcome,37:32.3,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,88,,0,0,1,1,88,,0,,,1,1,88,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,88,,0,1,1
89,12jvl49e,94qh7x,0,9,10,epq,Thank,38:59.3,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,89,,0,1,1,1,89,,0,100,1,1,1,89,,0,To prove research integrity of my work. To generate traction with (and increase visibility of) my published work.,,4,1,4,6,10,2,1,3,2,4,2,4,4,5,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,2,1,10,0,1,1,,3,70,0,1,1,89,,0,1,1
90,85f5x0pu,vuwwbm,0,9,10,epq,Thank,44:13.0,1,,,0,75,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,90,,0,1,1,1,90,,0,75,1,1,1,90,,0,"No problem sharing research materials, so long as they can be anonymized.  I worry about sharing the actual data, as some of it could be qualitative and more difficult to anonymize.  Would need to make sure we conform with confidentiality agreements with participating individuals and organizations.",,5,1,5,4,9,8,1,3,1,3,4,4,4,4,25,0,3,1,0,0,1,0,0,0,0,0,0,0,1,publisher didn't require it,2,4,3,75,0,5,1,,4,80,0,1,1,90,,0,1,1
91,0ry8wpp9,vk1of2,0,9,10,epq,Thank,47:04.7,1,,,0,100,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,91,,0,1,1,1,91,,0,100,1,1,1,91,,0,research expansion.,,0,1,3,10,10,7,1,3,2,2,4,4,4,4,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,,2,3,3,30,0,3,1,,3,20,0,1,1,91,,0,1,1
92,09i6rfur,hy3rtv,0,9,10,epq,Thank,48:19.6,1,,,0,50,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,92,,0,1,1,1,92,,0,50,1,1,1,92,,0,"Depends on the paper - if the data is publicly available or self-collected, I would be more likely to do it. ",,4,2,3,7,8,7,1,3,4,2,3,3,4,5,11,0,3,1,1,0,0,0,0,0,0,0,0,0,0,,2,4,3,65,0,4,1,,5,66,0,1,1,92,,0,1,1
93,lopa5qjf,emenr3,0,9,10,epq,Thank,48:37.8,1,,,0,95,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,93,,0,1,1,1,93,,0,95,1,1,1,93,,0,"I did not say 100% as I think there is a chance I may not share my data in the case that I believe this is not a request coming from a 'real' person/researcher (like a bot or similar). Otherwise, I see no impediment. Hopefully, they find the data/code/instrument useful.",,4,2,3,8,10,8,1,3,2,2,5,3,4,5,30,0,3,1,0,0,0,0,1,0,0,0,1,0,0,,2,4,3,50,0,4,1,,4,90,0,1,1,93,,0,1,1
94,8kf4av4x,061r3f,0,9,10,epq,Thank,53:26.4,1,,,0,95,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,94,,0,1,1,1,94,,0,95,1,1,1,94,,0,I think her request is reasonable,,5,2,3,5,10,8,1,3,2,2,4,5,5,3,40,0,4,1,0,0,0,0,0,0,0,0,0,0,1,Was not the data owner,2,5,2,40,0,5,1,,3,75,0,1,1,94,,0,1,1
95,7jmmpfqq,1lf8lp,0,9,10,epq,Thank,53:29.9,1,,,0,80,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,95,,0,1,1,1,95,,0,80,1,1,1,95,,0,It depends on whether I believe the request is a credible request. ,,5,1,3,6,8,4,1,3,4,2,3,3,3,4,10,0,2,1,0,0,0,0,1,0,0,0,0,0,0,,2,3,2,50,0,2,1,,4,65,0,1,1,95,,0,1,1
96,o0gmtbxk,aavqor,0,9,10,epq,Thank,55:36.3,1,,,0,25,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,96,,0,1,1,1,96,,0,25,1,1,1,96,,0,"I very often use hand-collected data, and these are used for multiple projects. ",,4,2,3,2,10,8,1,3,2,2,1,1,1,5,10,0,3,0,1,0,0,0,1,0,0,0,0,0,1,hand collected data to be used for other projects in the future,2,3,1,20,0,1,1,,3,50,0,1,1,96,,0,1,1
97,bc46wk86,gg4b0f,0,1,10,instructions,Welcome,01:17.1,1,,,0,,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,97,,0,0,1,1,97,,0,,,1,1,97,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,97,,0,1,1
98,n6wmmsue,xg14e1,0,1,10,instructions,Welcome,03:17.4,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,98,,0,0,1,1,98,,0,,,1,1,98,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,98,,0,1,1
99,na74huma,o3zcpa,0,1,10,instructions,Welcome,05:19.1,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,99,,0,0,1,1,99,,0,,,1,1,99,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,99,,0,1,1
100,j4pls66z,rkiy4m,0,9,10,epq,Thank,07:08.4,1,,,0,75,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,100,,0,1,1,1,100,,0,75,1,1,1,100,,0,"I would generally agree to share codes and data. In some cases, however the original data might have implied high collection costs and been protected by legal agreement. If that was the case, I would agree on sharing some ready to use measures but not the original data",,4,3,3,5,9,3,1,2,2,2,4,3,4,4,45,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,2,4,2,65,0,2,1,,4,95,0,1,1,100,,0,1,1
101,kebdiarv,mai9ax,0,9,10,epq,Thank,08:12.8,1,,,0,90,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,101,,0,1,1,1,101,,0,90,1,1,1,101,,0,"one must share these materials upon request, it's the premise of the scientific process",,5,2,4,5,3,7,1,3,1,3,4,4,4,5,54,0,3,1,1,0,0,1,0,0,0,1,0,1,0,,2,3,2,73,0,3,1,,3,87,0,1,1,101,,0,1,1
102,m5wfojj6,8sa84x,0,1,10,instructions,Welcome,10:31.7,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,102,,0,0,1,1,102,,0,,,1,1,102,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,102,,0,1,1
103,z29kfabl,bwar9y,0,1,10,instructions,Welcome,11:16.3,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,103,,0,0,1,1,103,,0,,,1,1,103,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,103,,0,1,1
104,5mb4xpwj,7d22jn,0,1,10,,,12:00.0,1,,,0,,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,104,,0,0,1,1,104,,0,,,1,1,104,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,104,,0,1,1
105,c72cxilk,9xnj6s,0,6,10,epq,Science_one,13:24.8,1,,,0,100,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,105,,0,1,1,1,105,,0,100,1,1,1,105,,0,I would feel obligated to comply completely ,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,105,,0,1,1
106,h83y5u62,4l9v1w,0,9,10,epq,Thank,13:46.6,1,,,0,0,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,106,,0,1,1,1,106,,0,0,1,1,1,106,,0,Qualitative data are confidential. Ethics approval strongly restricts access to data by others. ,,5,1,3,5,5,8,1,3,1,4,5,3,4,4,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,18,0,1,1,,3,19,0,1,1,106,,0,1,1
107,z292s6rj,gmye70,0,1,10,instructions,Welcome,13:54.5,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,107,,0,0,1,1,107,,0,,,1,1,107,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,107,,0,1,1
108,wc6teqfs,iboxyn,0,9,10,epq,Thank,15:50.4,1,,,0,100,0,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,108,,0,1,1,1,108,,0,100,1,1,1,108,,0,Important to let people replicate the results and build on my research to create new insights  ,,0,1,4,10,10,10,1,3,2,2,3,3,3,5,48,0,3,1,0,0,0,0,1,0,0,0,0,0,1,There was no request or requirement,2,5,3,52,0,4,1,,3,98,0,1,1,108,,0,1,1
109,euy3vnuj,9lxdsf,0,9,10,epq,Thank,16:04.8,1,,,0,90,1,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,109,,0,1,1,1,109,,0,90,1,1,1,109,,0,low cost,,0,1,3,7,9,7,1,3,2,2,2,1,1,5,25,0,4,1,1,0,0,0,1,0,0,0,0,0,0,,2,4,3,50,0,4,2,2021,4,67,0,1,1,109,,0,1,1
110,x1f0zo3k,9u2x3x,0,1,10,instructions,Welcome,24:29.9,1,,,0,,1,0,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,110,,0,0,1,1,110,,0,,,1,1,110,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,110,,0,1,1
111,venkximm,xv3s08,0,1,10,instructions,Welcome,25:47.4,1,,,0,,0,1,0,,r784r3u2,,,,,0,science_study_main_test,1,0,0,0.5,111,,0,0,1,1,111,,0,,,1,1,111,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,0,1,1,111,,0,1,1
